KO	Pathway	Pathway Name
K08888	ko01001	Protein kinases [BR:ko01001]
K05725	ko01001	Protein kinases [BR:ko01001]
K05871	ko01001	Protein kinases [BR:ko01001]
K07527	ko01001	Protein kinases [BR:ko01001]
K08889	ko01001	Protein kinases [BR:ko01001]
K11217	ko01001	Protein kinases [BR:ko01001]
K04447	ko01001	Protein kinases [BR:ko01001]
K11218	ko01001	Protein kinases [BR:ko01001]
K11219	ko01001	Protein kinases [BR:ko01001]
K08890	ko01001	Protein kinases [BR:ko01001]
K08891	ko01001	Protein kinases [BR:ko01001]
K08892	ko01001	Protein kinases [BR:ko01001]
K05703	ko01001	Protein kinases [BR:ko01001]
K08893	ko01001	Protein kinases [BR:ko01001]
K05854	ko01001	Protein kinases [BR:ko01001]
K05856	ko01001	Protein kinases [BR:ko01001]
K08894	ko01001	Protein kinases [BR:ko01001]
K05704	ko01001	Protein kinases [BR:ko01001]
K08895	ko01001	Protein kinases [BR:ko01001]
K05705	ko01001	Protein kinases [BR:ko01001]
K17511	ko01001	Protein kinases [BR:ko01001]
K08896	ko01001	Protein kinases [BR:ko01001]
K07370	ko01001	Protein kinases [BR:ko01001]
K07363	ko01001	Protein kinases [BR:ko01001]
K07364	ko01001	Protein kinases [BR:ko01001]
K08016	ko01001	Protein kinases [BR:ko01001]
K05855	ko01001	Protein kinases [BR:ko01001]
K07360	ko01001	Protein kinases [BR:ko01001]
K17512	ko01001	Protein kinases [BR:ko01001]
K17510	ko01001	Protein kinases [BR:ko01001]
K17548	ko01001	Protein kinases [BR:ko01001]
K16692	ko01001	Protein kinases [BR:ko01001]
K16554	ko01001	Protein kinases [BR:ko01001]
K00903	ko01001	Protein kinases [BR:ko01001]
K25588	ko01001	Protein kinases [BR:ko01001]
K07636	ko01001	Protein kinases [BR:ko01001]
K07768	ko01001	Protein kinases [BR:ko01001]
K07637	ko01001	Protein kinases [BR:ko01001]
K07638	ko01001	Protein kinases [BR:ko01001]
K07639	ko01001	Protein kinases [BR:ko01001]
K07640	ko01001	Protein kinases [BR:ko01001]
K07650	ko01001	Protein kinases [BR:ko01001]
K07641	ko01001	Protein kinases [BR:ko01001]
K07642	ko01001	Protein kinases [BR:ko01001]
K07643	ko01001	Protein kinases [BR:ko01001]
K07644	ko01001	Protein kinases [BR:ko01001]
K07645	ko01001	Protein kinases [BR:ko01001]
K07646	ko01001	Protein kinases [BR:ko01001]
K07647	ko01001	Protein kinases [BR:ko01001]
K07648	ko01001	Protein kinases [BR:ko01001]
K07649	ko01001	Protein kinases [BR:ko01001]
K07651	ko01001	Protein kinases [BR:ko01001]
K07652	ko01001	Protein kinases [BR:ko01001]
K07653	ko01001	Protein kinases [BR:ko01001]
K07654	ko01001	Protein kinases [BR:ko01001]
K07655	ko01001	Protein kinases [BR:ko01001]
K07656	ko01001	Protein kinases [BR:ko01001]
K11328	ko01001	Protein kinases [BR:ko01001]
K11520	ko01001	Protein kinases [BR:ko01001]
K07769	ko01001	Protein kinases [BR:ko01001]
K08479	ko01001	Protein kinases [BR:ko01001]
K10681	ko01001	Protein kinases [BR:ko01001]
K11629	ko01001	Protein kinases [BR:ko01001]
K19077	ko01001	Protein kinases [BR:ko01001]
K19081	ko01001	Protein kinases [BR:ko01001]
K11633	ko01001	Protein kinases [BR:ko01001]
K14980	ko01001	Protein kinases [BR:ko01001]
K14982	ko01001	Protein kinases [BR:ko01001]
K18072	ko01001	Protein kinases [BR:ko01001]
K18143	ko01001	Protein kinases [BR:ko01001]
K18345	ko01001	Protein kinases [BR:ko01001]
K18350	ko01001	Protein kinases [BR:ko01001]
K18351	ko01001	Protein kinases [BR:ko01001]
K18940	ko01001	Protein kinases [BR:ko01001]
K18986	ko01001	Protein kinases [BR:ko01001]
K19609	ko01001	Protein kinases [BR:ko01001]
K20487	ko01001	Protein kinases [BR:ko01001]
K02484	ko01001	Protein kinases [BR:ko01001]
K07673	ko01001	Protein kinases [BR:ko01001]
K07674	ko01001	Protein kinases [BR:ko01001]
K07675	ko01001	Protein kinases [BR:ko01001]
K20263	ko01001	Protein kinases [BR:ko01001]
K07676	ko01001	Protein kinases [BR:ko01001]
K07677	ko01001	Protein kinases [BR:ko01001]
K07678	ko01001	Protein kinases [BR:ko01001]
K07679	ko01001	Protein kinases [BR:ko01001]
K07680	ko01001	Protein kinases [BR:ko01001]
K07777	ko01001	Protein kinases [BR:ko01001]
K07778	ko01001	Protein kinases [BR:ko01001]
K07681	ko01001	Protein kinases [BR:ko01001]
K11617	ko01001	Protein kinases [BR:ko01001]
K07682	ko01001	Protein kinases [BR:ko01001]
K27105	ko01001	Protein kinases [BR:ko01001]
K07683	ko01001	Protein kinases [BR:ko01001]
K11623	ko01001	Protein kinases [BR:ko01001]
K14988	ko01001	Protein kinases [BR:ko01001]
K27076	ko01001	Protein kinases [BR:ko01001]
K02480	ko01001	Protein kinases [BR:ko01001]
K02491	ko01001	Protein kinases [BR:ko01001]
K07697	ko01001	Protein kinases [BR:ko01001]
K07698	ko01001	Protein kinases [BR:ko01001]
K13532	ko01001	Protein kinases [BR:ko01001]
K13533	ko01001	Protein kinases [BR:ko01001]
K07700	ko01001	Protein kinases [BR:ko01001]
K11637	ko01001	Protein kinases [BR:ko01001]
K07701	ko01001	Protein kinases [BR:ko01001]
K11691	ko01001	Protein kinases [BR:ko01001]
K11614	ko01001	Protein kinases [BR:ko01001]
K02476	ko01001	Protein kinases [BR:ko01001]
K07704	ko01001	Protein kinases [BR:ko01001]
K08082	ko01001	Protein kinases [BR:ko01001]
K11640	ko01001	Protein kinases [BR:ko01001]
K07706	ko01001	Protein kinases [BR:ko01001]
K20339	ko01001	Protein kinases [BR:ko01001]
K12294	ko01001	Protein kinases [BR:ko01001]
K02478	ko01001	Protein kinases [BR:ko01001]
K07708	ko01001	Protein kinases [BR:ko01001]
K13598	ko01001	Protein kinases [BR:ko01001]
K07709	ko01001	Protein kinases [BR:ko01001]
K07710	ko01001	Protein kinases [BR:ko01001]
K02668	ko01001	Protein kinases [BR:ko01001]
K07711	ko01001	Protein kinases [BR:ko01001]
K08475	ko01001	Protein kinases [BR:ko01001]
K10125	ko01001	Protein kinases [BR:ko01001]
K11383	ko01001	Protein kinases [BR:ko01001]
K19661	ko01001	Protein kinases [BR:ko01001]
K02482	ko01001	Protein kinases [BR:ko01001]
K03407	ko01001	Protein kinases [BR:ko01001]
K06596	ko01001	Protein kinases [BR:ko01001]
K11526	ko01001	Protein kinases [BR:ko01001]
K13490	ko01001	Protein kinases [BR:ko01001]
K11354	ko01001	Protein kinases [BR:ko01001]
K07716	ko01001	Protein kinases [BR:ko01001]
K11357	ko01001	Protein kinases [BR:ko01001]
K13587	ko01001	Protein kinases [BR:ko01001]
K02489	ko01001	Protein kinases [BR:ko01001]
K10909	ko01001	Protein kinases [BR:ko01001]
K10916	ko01001	Protein kinases [BR:ko01001]
K15850	ko01001	Protein kinases [BR:ko01001]
K11711	ko01001	Protein kinases [BR:ko01001]
K13040	ko01001	Protein kinases [BR:ko01001]
K14986	ko01001	Protein kinases [BR:ko01001]
K14978	ko01001	Protein kinases [BR:ko01001]
K10942	ko01001	Protein kinases [BR:ko01001]
K11231	ko01001	Protein kinases [BR:ko01001]
K19690	ko01001	Protein kinases [BR:ko01001]
K19691	ko01001	Protein kinases [BR:ko01001]
K19692	ko01001	Protein kinases [BR:ko01001]
K10715	ko01001	Protein kinases [BR:ko01001]
K07717	ko01001	Protein kinases [BR:ko01001]
K25212	ko01001	Protein kinases [BR:ko01001]
K07718	ko01001	Protein kinases [BR:ko01001]
K11356	ko01001	Protein kinases [BR:ko01001]
K15011	ko01001	Protein kinases [BR:ko01001]
K19616	ko01001	Protein kinases [BR:ko01001]
K19621	ko01001	Protein kinases [BR:ko01001]
K20973	ko01001	Protein kinases [BR:ko01001]
K20974	ko01001	Protein kinases [BR:ko01001]
K20975	ko01001	Protein kinases [BR:ko01001]
K00936	ko01001	Protein kinases [BR:ko01001]
K19694	ko01001	Protein kinases [BR:ko01001]
K20971	ko01001	Protein kinases [BR:ko01001]
K20972	ko01001	Protein kinases [BR:ko01001]
K02486	ko01001	Protein kinases [BR:ko01001]
K11527	ko01001	Protein kinases [BR:ko01001]
K06269	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K08050	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K15494	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17549	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16833	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K07189	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17453	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17550	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K13216	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17551	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17552	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17553	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K06270	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12329	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17457	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16823	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17554	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12328	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17555	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17556	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17557	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K14019	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17558	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17458	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17459	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K08067	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17559	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17560	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17561	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17562	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17563	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17564	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17495	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K14806	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17565	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17566	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17567	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17568	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17569	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17570	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17571	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17572	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17573	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17574	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17575	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17576	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17577	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12171	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12018	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17578	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17579	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16518	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16527	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16551	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02085	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11481	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11479	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02157	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02161	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02163	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04570	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K10605	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17580	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11542	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04399	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02186	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12075	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K21098	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K13099	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K05867	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11498	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16725	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K05016	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17581	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K15502	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K10642	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K03238	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K15183	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04679	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11248	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K05725	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17494	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K08889	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17477	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17478	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K03504	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16198	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04315	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17479	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K14966	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11407	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K09220	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K06476	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04958	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04960	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K01251	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11446	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04879	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04920	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K08898	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02932	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17480	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K08899	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K10429	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02210	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04603	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04608	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04609	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04610	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17582	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K14559	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K10356	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17481	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04650	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K20872	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04572	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17493	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K05742	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K10951	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17583	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K06088	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04256	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K02607	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04237	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17584	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K00850	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17594	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17586	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K06633	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16195	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17587	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17588	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K15375	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16498	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K13219	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K06618	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17589	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K13192	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17590	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17591	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K16550	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K14849	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04961	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17592	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17593	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12866	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11648	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K13871	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17595	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17596	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04703	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17482	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12900	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17597	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17598	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04380	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K17599	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K12897	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K11796	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
K04968	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
